cid,molecular_weight,iupac_name,isomeric_smiles,molecular_formula
15947337,642.5,"2-(2,6-dichlorophenyl)-N-[[4-(5,9-diethoxy-6-oxo-8H-pyrrolo[3,4-g]quinolin-7-yl)-3-methylphenyl]methylsulfonyl]acetamide",CCOC1=C2CN(C(=O)C2=C(C3=C1N=CC=C3)OCC)C4=C(C=C(C=C4)CS(=O)(=O)NC(=O)CC5=C(C=CC=C5Cl)Cl)C,C31H29Cl2N3O6S
15052068,385.8,"6-[3-chloro-4-[(4,4-dimethyl-3-oxo-1,2-oxazolidin-2-yl)methyl]phenyl]pyrrolo[3,4-b]pyridine-5,7-dione",CC1(CON(C1=O)CC2=C(C=C(C=C2)N3C(=O)C4=C(C3=O)N=CC=C4)Cl)C,C19H16ClN3O4
14755385,311.30,"1-[2,2-dimethyl-7-(trifluoromethyl)chromen-4-yl]pyrrolidin-2-one",CC1(C=C(C2=C(O1)C=C(C=C2)C(F)(F)F)N3CCCC3=O)C,C16H16F3NO2
14739556,316.4,"3,3-dimethyl-1-(4-methylsulfonylphenyl)pyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC=C(C=C3)S(=O)(=O)C)C,C16H16N2O3S
14739550,274.26,"1-(2,4-difluorophenyl)-3,3-dimethylpyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=C(C=C(C=C3)F)F)C,C15H12F2N2O
14739548,268.31,"1-(4-methoxyphenyl)-3,3-dimethylpyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC=C(C=C3)OC)C,C16H16N2O2
14739541,286.75,"1-(3-chloro-2-methylphenyl)-3,3-dimethylpyrrolo[2,3-b]pyridin-2-one",CC1=C(C=CC=C1Cl)N2C3=C(C=CC=N3)C(C2=O)(C)C,C16H15ClN2O
14739540,307.2,"1-(2,4-dichlorophenyl)-3,3-dimethylpyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=C(C=C(C=C3)Cl)Cl)C,C15H12Cl2N2O
14739539,307.2,"1-(3,4-dichlorophenyl)-3,3-dimethylpyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC(=C(C=C3)Cl)Cl)C,C15H12Cl2N2O
14739538,306.28,"3,3-dimethyl-1-[3-(trifluoromethyl)phenyl]pyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC=CC(=C3)C(F)(F)F)C,C16H13F3N2O
14739537,317.18,"1-(4-bromophenyl)-3,3-dimethylpyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC=C(C=C3)Br)C,C15H13BrN2O
14739536,256.27,"1-(4-fluorophenyl)-3,3-dimethylpyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC=C(C=C3)F)C,C15H13FN2O
14739534,272.73,"1-(3-chlorophenyl)-3,3-dimethylpyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC(=CC=C3)Cl)C,C15H13ClN2O
14739533,272.73,"1-(4-chlorophenyl)-3,3-dimethylpyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC=C(C=C3)Cl)C,C15H13ClN2O
14739532,300.4,"3,3-dimethyl-1-(4-methylsulfinylphenyl)pyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC=C(C=C3)S(=O)C)C,C16H16N2O2S
14739531,284.4,"3,3-dimethyl-1-(4-methylsulfanylphenyl)pyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC=C(C=C3)SC)C,C16H16N2OS
14739530,280.4,"3,3-dimethyl-1-(4-propan-2-ylphenyl)pyrrolo[2,3-b]pyridin-2-one",CC(C)C1=CC=C(C=C1)N2C3=C(C=CC=N3)C(C2=O)(C)C,C18H20N2O
14739524,242.25,"3-fluoro-3-methyl-1-phenylpyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC=CC=C3)F,C14H11FN2O
14739523,238.28,"3,3-dimethyl-1-phenylpyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC=CC=C3)C,C15H14N2O
14739522,266.34,"3,3-diethyl-1-phenylpyrrolo[2,3-b]pyridin-2-one",CCC1(C2=C(N=CC=C2)N(C1=O)C3=CC=CC=C3)CC,C17H18N2O
14739507,224.26,"3-methyl-1-phenyl-3H-pyrrolo[2,3-b]pyridin-2-one",CC1C2=C(N=CC=C2)N(C1=O)C3=CC=CC=C3,C14H12N2O
14739490,270.4,"3-methyl-3-methylsulfanyl-1-phenylpyrrolo[2,3-b]pyridin-2-one",CC1(C2=C(N=CC=C2)N(C1=O)C3=CC=CC=C3)SC,C15H14N2OS
14575197,338.8,(3Z)-1-(3-chlorophenyl)-3-(piperidin-1-ylmethylidene)indol-2-one,C1CCN(CC1)/C=C\2/C3=CC=CC=C3N(C2=O)C4=CC(=CC=C4)Cl,C20H19ClN2O
14537173,297.3,"4-(3,4-dimethoxyphenyl)-1-phenylpyrrolidin-2-one",COC1=C(C=C(C=C1)C2CC(=O)N(C2)C3=CC=CC=C3)OC,C18H19NO3
14459997,347.4,"15-oxo-N-(1,3-thiazol-2-yl)-1-azatetracyclo[7.6.1.02,7.013,16]hexadeca-2,4,6,9(16),10,12-hexaene-14-carboxamide",C1C2=C3C(=CC=C2)C(C(=O)N3C4=CC=CC=C41)C(=O)NC5=NC=CS5,C19H13N3O2S
14459981,365.4,"15-oxo-N-(1,3-thiazol-2-yl)-8-thia-1-azatetracyclo[7.6.1.02,7.013,16]hexadeca-2,4,6,9,11,13(16)-hexaene-14-carboxamide",C1=CC=C2C(=C1)N3C(=O)C(C4=C3C(=CC=C4)S2)C(=O)NC5=NC=CS5,C18H11N3O2S2
14459979,358.4,"15-oxo-N-phenyl-8-thia-1-azatetracyclo[7.6.1.02,7.013,16]hexadeca-2,4,6,9,11,13(16)-hexaene-14-carboxamide",C1=CC=C(C=C1)NC(=O)C2C3=C4C(=CC=C3)SC5=CC=CC=C5N4C2=O,C21H14N2O2S
14459977,343.3,"15-oxo-N-pyridin-2-yl-8-oxa-1-azatetracyclo[7.6.1.02,7.013,16]hexadeca-2,4,6,9,11,13(16)-hexaene-14-carboxamide",C1=CC=C2C(=C1)N3C(=O)C(C4=C3C(=CC=C4)O2)C(=O)NC5=CC=CC=N5,C20H13N3O3
14459975,394.4,"N-(2,4-difluorophenyl)-15-oxo-8-thia-1-azatetracyclo[7.6.1.02,7.013,16]hexadeca-2,4,6,9,11,13(16)-hexaene-14-carboxamide",C1=CC=C2C(=C1)N3C(=O)C(C4=C3C(=CC=C4)S2)C(=O)NC5=C(C=C(C=C5)F)F,C21H12F2N2O2S
14239958,668.8,"[(1S,2R,3R,4S,5S,6S,8R,9S,13S,16S,17R,18S)-11-ethyl-4,8,9-trihydroxy-6,16,18-trimethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-(3-methyl-2,5-dioxopyrrolidin-1-yl)benzoate",CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2[C@@H]([C@@](C31)([C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6O)OC)O)O)OC)OC)COC(=O)C7=CC=CC=C7N8C(=O)CC(C8=O)C,C36H48N2O10
14221234,255.29,"2-(4-sulfanylphenyl)isoindole-1,3-dione",C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CC=C(C=C3)S,C14H9NO2S
14205341,125.17,1-ethenyl-3-methylpyrrolidin-2-one,CC1CCN(C1=O)C=C,C7H11NO
14071293,325.4,"2-[2,6-di(propan-2-yl)phenyl]-5-fluoroisoindole-1,3-dione",CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=C(C2=O)C=C(C=C3)F,C20H20FNO2
14071292,325.4,"2-[2,6-di(propan-2-yl)phenyl]-4-fluoroisoindole-1,3-dione",CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=C(C2=O)C(=CC=C3)F,C20H20FNO2
13790896,139.19,1-(2-methylprop-1-enyl)pyrrolidin-2-one,CC(=CN1CCCC1=O)C,C8H13NO
13784835,352.4,"2-[2,6-di(propan-2-yl)phenyl]-5-nitroisoindole-1,3-dione",CC(C)C1=C(C(=CC=C1)C(C)C)N2C(=O)C3=C(C2=O)C=C(C=C3)[N+](=O)[O-],C20H20N2O4
13704355,268.31,"2,2-dimethyl-4-(2-oxopyrrolidin-1-yl)chromene-6-carbonitrile",CC1(C=C(C2=C(O1)C=CC(=C2)C#N)N3CCCC3=O)C,C16H16N2O2
13536135,382.4,"methyl 1-[3-(1,3-benzothiazol-2-ylmethoxy)phenyl]-5-oxopyrrolidine-3-carboxylate",COC(=O)C1CC(=O)N(C1)C2=CC(=CC=C2)OCC3=NC4=CC=CC=C4S3,C20H18N2O4S
13491819,335.4,"1-[3-[(1-methylbenzimidazol-2-yl)methoxy]phenyl]pyrrolidine-2,5-dione",CN1C2=CC=CC=C2N=C1COC3=CC=CC(=C3)N4C(=O)CCC4=O,C19H17N3O3
13491818,338.4,"1-[3-(1,3-benzothiazol-2-ylmethoxy)phenyl]pyrrolidine-2,5-dione",C1CC(=O)N(C1=O)C2=CC(=CC=C2)OCC3=NC4=CC=CC=C4S3,C18H14N2O3S
13339539,326.8,(3Z)-1-(3-chlorophenyl)-3-(diethylaminomethylidene)indol-2-one,CCN(CC)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC(=CC=C3)Cl,C19H19ClN2O
13339527,321.8,(3Z)-1-(3-chlorophenyl)-3-(imidazol-1-ylmethylidene)indol-2-one,C1=CC=C2C(=C1)/C(=C/N3C=CN=C3)/C(=O)N2C4=CC(=CC=C4)Cl,C18H12ClN3O
13339524,340.8,(3Z)-1-(3-chlorophenyl)-3-(morpholin-4-ylmethylidene)indol-2-one,C1COCCN1/C=C\2/C3=CC=CC=C3N(C2=O)C4=CC(=CC=C4)Cl,C19H17ClN2O2
13339523,324.8,(3Z)-1-(3-chlorophenyl)-3-(pyrrolidin-1-ylmethylidene)indol-2-one,C1CCN(C1)/C=C\2/C3=CC=CC=C3N(C2=O)C4=CC(=CC=C4)Cl,C19H17ClN2O
13339505,308.4,(3Z)-3-(dimethylaminomethylidene)-1-(3-ethoxyphenyl)indol-2-one,CCOC1=CC=CC(=C1)N2C3=CC=CC=C3/C(=C/N(C)C)/C2=O,C19H20N2O2
13339504,280.32,(3Z)-3-(dimethylaminomethylidene)-1-(3-hydroxyphenyl)indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC(=CC=C3)O,C17H16N2O2
13339502,328.8,(3Z)-1-(5-chloro-2-methoxyphenyl)-3-(dimethylaminomethylidene)indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=C(C=CC(=C3)Cl)OC,C18H17ClN2O2
13339500,308.4,(3Z)-3-(dimethylaminomethylidene)-1-(4-methoxy-3-methylphenyl)indol-2-one,CC1=C(C=CC(=C1)N2C3=CC=CC=C3/C(=C/N(C)C)/C2=O)OC,C19H20N2O2
13339499,333.2,(3Z)-7-chloro-1-(3-chlorophenyl)-3-(dimethylaminomethylidene)indol-2-one,CN(C)/C=C\1/C2=C(C(=CC=C2)Cl)N(C1=O)C3=CC(=CC=C3)Cl,C17H14Cl2N2O
13339498,333.2,(3Z)-6-chloro-1-(3-chlorophenyl)-3-(dimethylaminomethylidene)indol-2-one,CN(C)/C=C\1/C2=C(C=C(C=C2)Cl)N(C1=O)C3=CC(=CC=C3)Cl,C17H14Cl2N2O
13339497,310.4,(3Z)-3-(dimethylaminomethylidene)-1-(4-methylsulfanylphenyl)indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC=C(C=C3)SC,C18H18N2OS
13339496,278.3,(3Z)-3-(dimethylaminomethylidene)-1-(4-methylphenyl)indol-2-one,CC1=CC=C(C=C1)N2C3=CC=CC=C3/C(=C/N(C)C)/C2=O,C18H18N2O
13339495,307.4,(3Z)-3-(dimethylaminomethylidene)-1-[4-(dimethylamino)phenyl]indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC=C(C=C3)N(C)C,C19H21N3O
13339494,333.2,(3Z)-4-chloro-1-(3-chlorophenyl)-3-(dimethylaminomethylidene)indol-2-one,CN(C)/C=C\1/C2=C(C=CC=C2Cl)N(C1=O)C3=CC(=CC=C3)Cl,C17H14Cl2N2O
13339493,335.4,"3-[(3Z)-3-(dimethylaminomethylidene)-2-oxoindol-1-yl]-N,N-dimethylbenzamide",CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC=CC(=C3)C(=O)N(C)C,C20H21N3O2
13339492,328.8,(3Z)-1-(3-chlorophenyl)-3-(dimethylaminomethylidene)-5-methoxyindol-2-one,CN(C)/C=C\1/C2=C(C=CC(=C2)OC)N(C1=O)C3=CC(=CC=C3)Cl,C18H17ClN2O2
13339491,324.4,"(3Z)-1-(3,4-dimethoxyphenyl)-3-(dimethylaminomethylidene)indol-2-one",CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC(=C(C=C3)OC)OC,C19H20N2O3
13339490,292.3,3-[(3Z)-3-(dimethylaminomethylidene)-2-oxoindol-1-yl]benzaldehyde,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC=CC(=C3)C=O,C18H16N2O2
13339488,309.32,(3Z)-3-(dimethylaminomethylidene)-1-(3-nitrophenyl)indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC(=CC=C3)[N+](=O)[O-],C17H15N3O3
13339487,333.2,"(3Z)-1-(3,4-dichlorophenyl)-3-(dimethylaminomethylidene)indol-2-one",CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC(=C(C=C3)Cl)Cl,C17H14Cl2N2O
13339486,333.2,"(3Z)-1-(2,5-dichlorophenyl)-3-(dimethylaminomethylidene)indol-2-one",CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=C(C=CC(=C3)Cl)Cl,C17H14Cl2N2O
13339485,298.8,(3Z)-1-(2-chlorophenyl)-3-(dimethylaminomethylidene)indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC=CC=C3Cl,C17H15ClN2O
13339482,333.2,(3Z)-5-chloro-1-(3-chlorophenyl)-3-(dimethylaminomethylidene)indol-2-one,CN(C)/C=C\1/C2=C(C=CC(=C2)Cl)N(C1=O)C3=CC(=CC=C3)Cl,C17H14Cl2N2O
13339481,333.2,"(3Z)-1-(3,5-dichlorophenyl)-3-(dimethylaminomethylidene)indol-2-one",CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC(=CC(=C3)Cl)Cl,C17H14Cl2N2O
13339479,294.3,(3Z)-3-(dimethylaminomethylidene)-1-(4-methoxyphenyl)indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC=C(C=C3)OC,C18H18N2O2
13339478,278.3,(3Z)-3-(dimethylaminomethylidene)-1-(2-methylphenyl)indol-2-one,CC1=CC=CC=C1N2C3=CC=CC=C3/C(=C/N(C)C)/C2=O,C18H18N2O
13339477,342.8,(3Z)-1-(3-chloro-4-methoxy-5-methylphenyl)-3-(dimethylaminomethylidene)indol-2-one,CC1=CC(=CC(=C1OC)Cl)N2C3=CC=CC=C3/C(=C/N(C)C)/C2=O,C19H19ClN2O2
13339476,292.4,(3Z)-3-(dimethylaminomethylidene)-1-(3-ethylphenyl)indol-2-one,CCC1=CC(=CC=C1)N2C3=CC=CC=C3/C(=C/N(C)C)/C2=O,C19H20N2O
13339475,328.8,(3Z)-1-(3-chloro-4-methoxyphenyl)-3-(dimethylaminomethylidene)indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC(=C(C=C3)OC)Cl,C18H17ClN2O2
13339474,292.4,(3Z)-3-[1-(dimethylamino)ethylidene]-1-(3-methylphenyl)indol-2-one,CC1=CC(=CC=C1)N2C3=CC=CC=C3/C(=C(\C)/N(C)C)/C2=O,C19H20N2O
13339473,289.3,3-[(3Z)-3-(dimethylaminomethylidene)-2-oxoindol-1-yl]benzonitrile,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC=CC(=C3)C#N,C18H15N3O
13339472,278.3,(3Z)-3-(dimethylaminomethylidene)-1-(3-methylphenyl)indol-2-one,CC1=CC(=CC=C1)N2C3=CC=CC=C3/C(=C/N(C)C)/C2=O,C18H18N2O
13339471,332.3,(3Z)-3-(dimethylaminomethylidene)-1-[3-(trifluoromethyl)phenyl]indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC=CC(=C3)C(F)(F)F,C18H15F3N2O
13339470,312.3,(3Z)-3-(dimethylaminomethylidene)-1-(3-fluoro-4-methoxyphenyl)indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC(=C(C=C3)OC)F,C18H17FN2O2
13339469,294.3,(3Z)-3-(dimethylaminomethylidene)-1-(3-methoxyphenyl)indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC(=CC=C3)OC,C18H18N2O2
13339462,298.8,(3Z)-6-chloro-3-(dimethylaminomethylidene)-1-phenylindol-2-one,CN(C)/C=C\1/C2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3,C17H15ClN2O
13339459,282.31,(3Z)-3-(dimethylaminomethylidene)-1-(3-fluorophenyl)indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC(=CC=C3)F,C17H15FN2O
13339458,298.8,(3Z)-1-(3-chlorophenyl)-3-(dimethylaminomethylidene)indol-2-one,CN(C)/C=C\1/C2=CC=CC=C2N(C1=O)C3=CC(=CC=C3)Cl,C17H15ClN2O
13108227,187.19,"3-methylidene-1-phenylpyrrolidine-2,5-dione",C=C1CC(=O)N(C1=O)C2=CC=CC=C2,C11H9NO2
12701049,176.17,"1-pyridin-4-ylpyrrolidine-2,5-dione",C1CC(=O)N(C1=O)C2=CC=NC=C2,C9H8N2O2
12135085,436.5,"3-[[1-[3-(4,5-dihydro-1H-imidazol-2-ylamino)phenyl]-5-oxopyrrolidine-3-carbonyl]amino]-3-pyridin-3-ylpropanoic acid",C1CN=C(N1)NC2=CC(=CC=C2)N3CC(CC3=O)C(=O)NC(CC(=O)O)C4=CN=CC=C4,C22H24N6O4
12004639,544.6,"benzhydryl (10R,11S,15R,16S)-13-(3-fluorophenyl)-12,14-dioxo-1,13-diazatetracyclo[8.6.0.02,7.011,15]hexadeca-2,4,6,8-tetraene-16-carboxylate",C1=CC=C(C=C1)C(C2=CC=CC=C2)OC(=O)[C@@H]3[C@H]4[C@@H]([C@@H]5N3C6=CC=CC=C6C=C5)C(=O)N(C4=O)C7=CC(=CC=C7)F,C34H25FN2O4
11957776,641.7,"N-[[4-(5,9-diethoxy-6-oxo-8H-pyrrolo[3,4-g]quinolin-7-yl)-3-methylphenyl]methylsulfonyl]-2-[2-(trifluoromethyl)phenyl]acetamide",CCOC1=C2CN(C(=O)C2=C(C3=C1N=CC=C3)OCC)C4=C(C=C(C=C4)CS(=O)(=O)NC(=O)CC5=CC=CC=C5C(F)(F)F)C,C32H30F3N3O6S
11957773,398.3,"3-(aminomethyl)-4-(2,4-dichlorophenyl)-2-methyl-6-phenyl-7H-pyrrolo[3,4-b]pyridin-5-one",CC1=C(C(=C2C(=N1)CN(C2=O)C3=CC=CC=C3)C4=C(C=C(C=C4)Cl)Cl)CN,C21H17Cl2N3O
11950606,462.9,"3-chloro-N-[(3S)-1-(7-fluoro-1,2,3,4-tetrahydroisoquinolin-6-yl)-2-oxopyrrolidin-3-yl]-1H-indole-6-sulfonamide",C1CN(C(=O)[C@H]1NS(=O)(=O)C2=CC3=C(C=C2)C(=CN3)Cl)C4=C(C=C5CNCCC5=C4)F,C21H20ClFN4O3S
11950605,456.0,"(E)-2-(5-chlorothiophen-2-yl)-N-[(3S)-1-(7-fluoro-1,2,3,4-tetrahydroisoquinolin-6-yl)-2-oxopyrrolidin-3-yl]ethenesulfonamide",C1CN(C(=O)[C@H]1NS(=O)(=O)/C=C/C2=CC=C(S2)Cl)C3=C(C=C4CNCCC4=C3)F,C19H19ClFN3O3S2
11950602,462.9,"3-chloro-N-[(3S)-1-(5-fluoro-1,2,3,4-tetrahydroisoquinolin-6-yl)-2-oxopyrrolidin-3-yl]-1H-indole-6-sulfonamide",C1CN(C(=O)[C@H]1NS(=O)(=O)C2=CC3=C(C=C2)C(=CN3)Cl)C4=C(C5=C(CNCC5)C=C4)F,C21H20ClFN4O3S
11950432,456.0,"(E)-2-(5-chlorothiophen-2-yl)-N-[(3S)-1-(5-fluoro-1,2,3,4-tetrahydroisoquinolin-6-yl)-2-oxopyrrolidin-3-yl]ethenesulfonamide",C1CN(C(=O)[C@H]1NS(=O)(=O)/C=C/C2=CC=C(S2)Cl)C3=C(C4=C(CNCC4)C=C3)F,C19H19ClFN3O3S2
11950428,444.9,"3-chloro-N-[(3S)-2-oxo-1-(1,2,3,4-tetrahydroisoquinolin-7-yl)pyrrolidin-3-yl]-1H-indole-6-sulfonamide",C1CN(C(=O)[C@H]1NS(=O)(=O)C2=CC3=C(C=C2)C(=CN3)Cl)C4=CC5=C(CCNC5)C=C4,C21H21ClN4O3S
11950427,438.0,"(E)-2-(5-chlorothiophen-2-yl)-N-[(3S)-2-oxo-1-(1,2,3,4-tetrahydroisoquinolin-7-yl)pyrrolidin-3-yl]ethenesulfonamide",C1CN(C(=O)[C@H]1NS(=O)(=O)/C=C/C2=CC=C(S2)Cl)C3=CC4=C(CCNC4)C=C3,C19H20ClN3O3S2
11950253,456.0,"6-chloro-N-[(3S)-2-oxo-1-(1,2,3,4-tetrahydroisoquinolin-7-yl)pyrrolidin-3-yl]naphthalene-2-sulfonamide",C1CN(C(=O)[C@H]1NS(=O)(=O)C2=CC3=C(C=C2)C=C(C=C3)Cl)C4=CC5=C(CCNC5)C=C4,C23H22ClN3O3S
11950249,452.0,"(E)-2-(5-chlorothiophen-2-yl)-N-[(3S)-1-(2-methyl-3,4-dihydro-1H-isoquinolin-6-yl)-2-oxopyrrolidin-3-yl]ethenesulfonamide",CN1CCC2=C(C1)C=CC(=C2)N3CC[C@@H](C3=O)NS(=O)(=O)/C=C/C4=CC=C(S4)Cl,C20H22ClN3O3S2
11950083,444.9,"3-chloro-N-[(3S)-2-oxo-1-(1,2,3,4-tetrahydroisoquinolin-6-yl)pyrrolidin-3-yl]-1H-indole-6-sulfonamide",C1CN(C(=O)[C@H]1NS(=O)(=O)C2=CC3=C(C=C2)C(=CN3)Cl)C4=CC5=C(CNCC5)C=C4,C21H21ClN4O3S
11950081,438.0,"(E)-2-(5-chlorothiophen-2-yl)-N-[(3S)-2-oxo-1-(1,2,3,4-tetrahydroisoquinolin-6-yl)pyrrolidin-3-yl]ethenesulfonamide",C1CN(C(=O)[C@H]1NS(=O)(=O)/C=C/C2=CC=C(S2)Cl)C3=CC4=C(CNCC4)C=C3,C19H20ClN3O3S2
11849112,456.0,"6-chloro-N-[(3S)-2-oxo-1-(1,2,3,4-tetrahydroisoquinolin-6-yl)pyrrolidin-3-yl]naphthalene-2-sulfonamide",C1CN(C(=O)[C@H]1NS(=O)(=O)C2=CC3=C(C=C2)C=C(C=C3)Cl)C4=CC5=C(CNCC5)C=C4,C23H22ClN3O3S
11848206,501.0,"7-chloro-2-[3-(9-pyridin-4-yl-3,9-diazaspiro[5.5]undecane-3-carbonyl)phenyl]-3H-isoindol-1-one",C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)N4CC5=C(C4=O)C(=CC=C5)Cl)C6=CC=NC=C6,C29H29ClN4O2
11824866,372.4,4-[[5-[[[(3S)-2-oxo-1-pyridin-2-ylpyrrolidin-3-yl]amino]methyl]imidazol-1-yl]methyl]benzonitrile,C1CN(C(=O)[C@H]1NCC2=CN=CN2CC3=CC=C(C=C3)C#N)C4=CC=CC=N4,C21H20N6O
11775262,449.4,"5,7-dichloro-2-[4-methoxy-3-[2-(4-methylpiperidin-1-yl)ethoxy]phenyl]-3H-isoindol-1-one",CC1CCN(CC1)CCOC2=C(C=CC(=C2)N3CC4=C(C3=O)C(=CC(=C4)Cl)Cl)OC,C23H26Cl2N2O3
11774955,400.9,6-chloro-2-[4-methoxy-3-(2-piperidin-1-ylethoxy)phenyl]-3H-isoindol-1-one,COC1=C(C=C(C=C1)N2CC3=C(C2=O)C=C(C=C3)Cl)OCCN4CCCCC4,C22H25ClN2O3
11755199,487.5,"(4R,6S,9S,10R,11S,16S)-6-ethyl-4,16-dihydroxy-11-[(2R,5R,6R)-5-hydroxy-6-methyloxan-2-yl]oxy-4,8,10-trimethyl-2-azatetracyclo[7.6.1.02,6.012,16]hexadeca-1(15),7,12-triene-3,5,14-trione",CC[C@@]12C=C([C@@H]3[C@H]([C@@H](C4=CC(=O)C=C([C@]34O)N1C(=O)[C@](C2=O)(C)O)O[C@H]5CC[C@H]([C@H](O5)C)O)C)C,C26H33NO8
11753781,456.0,"2-[4-methoxy-3-(2-piperidin-1-ylethoxy)phenyl]-4-methyl-3H-pyrrolo[3,4-b]indol-1-one;hydrochloride",CN1C2=C(C3=CC=CC=C31)C(=O)N(C2)C4=CC(=C(C=C4)OC)OCCN5CCCCC5.Cl,C25H30ClN3O3
11750342,414.9,5-chloro-2-[4-methoxy-3-[2-(4-methylpiperidin-1-yl)ethoxy]phenyl]-3H-isoindol-1-one,CC1CCN(CC1)CCOC2=C(C=CC(=C2)N3CC4=C(C3=O)C=CC(=C4)Cl)OC,C23H27ClN2O3
11750162,408.5,"2-[4-methoxy-3-[2-(4-methylpiperidin-1-yl)ethoxy]phenyl]-5,7-dimethyl-3H-isoindol-1-one",CC1CCN(CC1)CCOC2=C(C=CC(=C2)N3CC4=CC(=CC(=C4C3=O)C)C)OC,C25H32N2O3
11749963,400.9,5-chloro-2-[4-methoxy-3-(2-piperidin-1-ylethoxy)phenyl]-3H-isoindol-1-one,COC1=C(C=C(C=C1)N2CC3=C(C2=O)C=CC(=C3)Cl)OCCN4CCCCC4,C22H25ClN2O3
11712935,493.5,1-[3-(2-piperidin-1-ylethoxy)phenyl]-3-[3-(trifluoromethyl)phenyl]iminoindol-2-one,C1CCN(CC1)CCOC2=CC=CC(=C2)N3C4=CC=CC=C4C(=NC5=CC=CC(=C5)C(F)(F)F)C3=O,C28H26F3N3O2
11698159,453.5,1-[4-[2-(dimethylamino)ethoxy]phenyl]-3-[3-(trifluoromethyl)phenyl]iminoindol-2-one,CN(C)CCOC1=CC=C(C=C1)N2C3=CC=CC=C3C(=NC4=CC=CC(=C4)C(F)(F)F)C2=O,C25H22F3N3O2
11686018,638.1,2-[4-[[2-(4-chlorophenyl)-5-(2-oxopyrrolidin-1-yl)phenyl]methoxy]-2-fluorophenyl]-1-cyclohexylbenzimidazole-5-carboxylic acid,C1CCC(CC1)N2C3=C(C=C(C=C3)C(=O)O)N=C2C4=C(C=C(C=C4)OCC5=C(C=CC(=C5)N6CCCC6=O)C7=CC=C(C=C7)Cl)F,C37H33ClFN3O4
11677898,511.5,1-[3-[3-(diethylamino)-2-hydroxypropoxy]phenyl]-3-[3-(trifluoromethyl)phenyl]iminoindol-2-one,CCN(CC)CC(COC1=CC=CC(=C1)N2C3=CC=CC=C3C(=NC4=CC=CC(=C4)C(F)(F)F)C2=O)O,C28H28F3N3O3
